REF_AREA,Geographic area,Regional group,Indicator,Sex,Wealth Quintile,Series Name,Series Year,Reference Date,Observation Value,Lower Bound,Upper Bound,Standard Error,Country notes,Observation Status,Unit of measure,Series Type,Series Category,Series Method,Age Group of Women,Time Since First Birth,Definition,Interval
KEN,Kenya,NA,Under-five mortality rate,Male,Total,Census 1999 (Indirect),1999,1993,103,NA,NA,NA,NA,Excluded from IGME,"Deaths per 1,000 live births",Indirect,Census,Survey/Census with Summary Birth Histories,NA,NA,NA,NA
KEN,Kenya,NA,Under-five mortality rate,Male,Total,Census 1999 (Indirect),1999,1995.2,107,NA,NA,NA,NA,Included in IGME,"Deaths per 1,000 live births",Indirect,Census,Survey/Census with Summary Birth Histories,NA,NA,NA,NA
KEN,Kenya,NA,Under-five mortality rate,Male,Total,Census 1999 (Indirect),1999,1997,134,NA,NA,NA,NA,Excluded from IGME,"Deaths per 1,000 live births",Indirect,Census,Survey/Census with Summary Birth Histories,NA,NA,NA,NA
KEN,Kenya,NA,Under-five mortality rate,Male,Total,UN IGME estimate,2023,1953.5,290.450056,254.0528685,333.0125893,NA,NA,Normal value,"Deaths per 1,000 live births",NA,NA,NA,NA,NA,NA,1
KEN,Kenya,NA,Under-five mortality rate,Male,Total,UN IGME estimate,2023,1954.5,274.6213307,244.280819,310.330916,NA,NA,Normal value,"Deaths per 1,000 live births",NA,NA,NA,NA,NA,NA,1
KEN,Kenya,NA,Under-five mortality rate,Male,Total,UN IGME estimate,2023,1955.5,260.3269357,233.8405469,290.680067,NA,NA,Normal value,"Deaths per 1,000 live births",NA,NA,NA,NA,NA,NA,1
KEN,Kenya,NA,Under-five mortality rate,Male,Total,UN IGME estimate,2023,1956.5,246.9387042,222.9318694,273.7815222,NA,NA,Normal value,"Deaths per 1,000 live births",NA,NA,NA,NA,NA,NA,1
KEN,Kenya,NA,Under-five mortality rate,Male,Total,UN IGME estimate,2023,1957.5,234.6203985,212.5657245,259.2674808,NA,NA,Normal value,"Deaths per 1,000 live births",NA,NA,NA,NA,NA,NA,1
KEN,Kenya,NA,Under-five mortality rate,Male,Total,UN IGME estimate,2023,1958.5,223.5147598,203.4361997,245.923918,NA,NA,Normal value,"Deaths per 1,000 live births",NA,NA,NA,NA,NA,NA,1
KEN,Kenya,NA,Under-five mortality rate,Male,Total,UN IGME estimate,2023,1959.5,213.3208903,194.9466631,233.9235035,NA,NA,Normal value,"Deaths per 1,000 live births",NA,NA,NA,NA,NA,NA,1
KEN,Kenya,NA,Under-five mortality rate,Male,Total,UN IGME estimate,2023,1960.5,204.0605923,187.0429759,222.9728308,NA,NA,Normal value,"Deaths per 1,000 live births",NA,NA,NA,NA,NA,NA,1
KEN,Kenya,NA,Under-five mortality rate,Male,Total,UN IGME estimate,2023,1961.5,195.7869261,180.0012204,213.2561422,NA,NA,Normal value,"Deaths per 1,000 live births",NA,NA,NA,NA,NA,NA,1
KEN,Kenya,NA,Under-five mortality rate,Male,Total,UN IGME estimate,2023,1962.5,188.5694781,173.7381419,204.6991793,NA,NA,Normal value,"Deaths per 1,000 live births",NA,NA,NA,NA,NA,NA,1
KEN,Kenya,NA,Under-five mortality rate,Male,Total,UN IGME estimate,2023,1963.5,182.4316458,168.618956,197.65143080000001,NA,NA,Normal value,"Deaths per 1,000 live births",NA,NA,NA,NA,NA,NA,1
KEN,Kenya,NA,Under-five mortality rate,Male,Total,UN IGME estimate,2023,1964.5,177.3476219,164.0900998,191.6412221,NA,NA,Normal value,"Deaths per 1,000 live births",NA,NA,NA,NA,NA,NA,1
KEN,Kenya,NA,Under-five mortality rate,Male,Total,UN IGME estimate,2023,1965.5,173.0647467,160.2788332,186.9033334,NA,NA,Normal value,"Deaths per 1,000 live births",NA,NA,NA,NA,NA,NA,1
KEN,Kenya,NA,Under-five mortality rate,Male,Total,UN IGME estimate,2023,1966.5,169.6099369,157.3990807,182.7083722,NA,NA,Normal value,"Deaths per 1,000 live births",NA,NA,NA,NA,NA,NA,1
KEN,Kenya,NA,Under-five mortality rate,Male,Total,UN IGME estimate,2023,1967.5,166.5666227,154.6922443,179.0235082,NA,NA,Normal value,"Deaths per 1,000 live births",NA,NA,NA,NA,NA,NA,1
KEN,Kenya,NA,Under-five mortality rate,Male,Total,UN IGME estimate,2023,1968.5,163.40524250000001,152.000411,175.361474,NA,NA,Normal value,"Deaths per 1,000 live births",NA,NA,NA,NA,NA,NA,1
KEN,Kenya,NA,Under-five mortality rate,Male,Total,UN IGME estimate,2023,1969.5,160.3531935,149.1122797,172.0905934,NA,NA,Normal value,"Deaths per 1,000 live births",NA,NA,NA,NA,NA,NA,1
KEN,Kenya,NA,Under-five mortality rate,Male,Total,UN IGME estimate,2023,1970.5,156.9583443,146.0476242,168.2800288,NA,NA,Normal value,"Deaths per 1,000 live births",NA,NA,NA,NA,NA,NA,1
KEN,Kenya,NA,Under-five mortality rate,Male,Total,UN IGME estimate,2023,1971.5,153.586055,143.0568162,164.7646304,NA,NA,Normal value,"Deaths per 1,000 live births",NA,NA,NA,NA,NA,NA,1
KEN,Kenya,NA,Under-five mortality rate,Male,Total,UN IGME estimate,2023,1972.5,149.8727287,139.6440459,160.8517088,NA,NA,Normal value,"Deaths per 1,000 live births",NA,NA,NA,NA,NA,NA,1
KEN,Kenya,NA,Under-five mortality rate,Male,Total,UN IGME estimate,2023,1973.5,145.9548395,136.1269515,156.6846766,NA,NA,Normal value,"Deaths per 1,000 live births",NA,NA,NA,NA,NA,NA,1
KEN,Kenya,NA,Under-five mortality rate,Male,Total,UN IGME estimate,2023,1974.5,141.8366474,132.2518796,152.1401846,NA,NA,Normal value,"Deaths per 1,000 live births",NA,NA,NA,NA,NA,NA,1
KEN,Kenya,NA,Under-five mortality rate,Male,Total,UN IGME estimate,2023,1975.5,137.4740855,128.2645291,147.4546739,NA,NA,Normal value,"Deaths per 1,000 live births",NA,NA,NA,NA,NA,NA,1
KEN,Kenya,NA,Under-five mortality rate,Male,Total,UN IGME estimate,2023,1976.5,132.9909503,124.1922356,142.4581411,NA,NA,Normal value,"Deaths per 1,000 live births",NA,NA,NA,NA,NA,NA,1
KEN,Kenya,NA,Under-five mortality rate,Male,Total,UN IGME estimate,2023,1977.5,128.5219869,119.9503405,137.5685733,NA,NA,Normal value,"Deaths per 1,000 live births",NA,NA,NA,NA,NA,NA,1
KEN,Kenya,NA,Under-five mortality rate,Male,Total,UN IGME estimate,2023,1978.5,123.9797932,115.8694793,132.5648356,NA,NA,Normal value,"Deaths per 1,000 live births",NA,NA,NA,NA,NA,NA,1
KEN,Kenya,NA,Under-five mortality rate,Male,Total,UN IGME estimate,2023,1979.5,119.6204419,111.6718747,127.8531481,NA,NA,Normal value,"Deaths per 1,000 live births",NA,NA,NA,NA,NA,NA,1
KEN,Kenya,NA,Under-five mortality rate,Male,Total,UN IGME estimate,2023,1980.5,115.625197,107.8323374,123.5900975,NA,NA,Normal value,"Deaths per 1,000 live births",NA,NA,NA,NA,NA,NA,1
KEN,Kenya,NA,Under-five mortality rate,Male,Total,UN IGME estimate,2023,1981.5,111.8614734,104.3248387,119.6049165,NA,NA,Normal value,"Deaths per 1,000 live births",NA,NA,NA,NA,NA,NA,1
KEN,Kenya,NA,Under-five mortality rate,Male,Total,UN IGME estimate,2023,1982.5,108.5301512,101.0573675,116.1334214,NA,NA,Normal value,"Deaths per 1,000 live births",NA,NA,NA,NA,NA,NA,1
KEN,Kenya,NA,Under-five mortality rate,Male,Total,UN IGME estimate,2023,1983.5,105.5310975,98.19663181,112.9552218,NA,NA,Normal value,"Deaths per 1,000 live births",NA,NA,NA,NA,NA,NA,1
KEN,Kenya,NA,Under-five mortality rate,Male,Total,UN IGME estimate,2023,1984.5,103.1452292,96.1479176,110.48903,NA,NA,Normal value,"Deaths per 1,000 live births",NA,NA,NA,NA,NA,NA,1
KEN,Kenya,NA,Under-five mortality rate,Male,Total,UN IGME estimate,2023,1985.5,101.4693614,94.53972535,108.7448758,NA,NA,Normal value,"Deaths per 1,000 live births",NA,NA,NA,NA,NA,NA,1
KEN,Kenya,NA,Under-five mortality rate,Male,Total,UN IGME estimate,2023,1986.5,100.6405997,93.85452783,107.7308111,NA,NA,Normal value,"Deaths per 1,000 live births",NA,NA,NA,NA,NA,NA,1
KEN,Kenya,NA,Under-five mortality rate,Male,Total,UN IGME estimate,2023,1987.5,100.7978815,94.02827445,107.9127955,NA,NA,Normal value,"Deaths per 1,000 live births",NA,NA,NA,NA,NA,NA,1
KEN,Kenya,NA,Under-five mortality rate,Male,Total,UN IGME estimate,2023,1988.5,102.050997,95.25185162,109.2515165,NA,NA,Normal value,"Deaths per 1,000 live births",NA,NA,NA,NA,NA,NA,1
KEN,Kenya,NA,Under-five mortality rate,Male,Total,UN IGME estimate,2023,1989.5,104.3605808,97.48290402,111.6903843,NA,NA,Normal value,"Deaths per 1,000 live births",NA,NA,NA,NA,NA,NA,1
KEN,Kenya,NA,Under-five mortality rate,Male,Total,UN IGME estimate,2023,1990.5,107.370075,100.252581,114.9139726,NA,NA,Normal value,"Deaths per 1,000 live births",NA,NA,NA,NA,NA,NA,1
KEN,Kenya,NA,Under-five mortality rate,Male,Total,UN IGME estimate,2023,1991.5,110.5824378,103.4627883,118.4966813,NA,NA,Normal value,"Deaths per 1,000 live births",NA,NA,NA,NA,NA,NA,1
KEN,Kenya,NA,Under-five mortality rate,Male,Total,UN IGME estimate,2023,1992.5,113.5721044,106.2384183,121.7155345,NA,NA,Normal value,"Deaths per 1,000 live births",NA,NA,NA,NA,NA,NA,1
KEN,Kenya,NA,Under-five mortality rate,Male,Total,UN IGME estimate,2023,1993.5,115.572443,108.1755342,123.8718592,NA,NA,Normal value,"Deaths per 1,000 live births",NA,NA,NA,NA,NA,NA,1
KEN,Kenya,NA,Under-five mortality rate,Male,Total,UN IGME estimate,2023,1994.5,116.5132294,109.0337617,124.7490505,NA,NA,Normal value,"Deaths per 1,000 live births",NA,NA,NA,NA,NA,NA,1
KEN,Kenya,NA,Under-five mortality rate,Male,Total,UN IGME estimate,2023,1995.5,116.3104226,108.6412166,124.3729245,NA,NA,Normal value,"Deaths per 1,000 live births",NA,NA,NA,NA,NA,NA,1
KEN,Kenya,NA,Under-five mortality rate,Male,Total,UN IGME estimate,2023,1996.5,115.2576387,107.6424843,123.21439,NA,NA,Normal value,"Deaths per 1,000 live births",NA,NA,NA,NA,NA,NA,1
KEN,Kenya,NA,Under-five mortality rate,Male,Total,UN IGME estimate,2023,1997.5,113.2831105,105.7423793,121.2624468,NA,NA,Normal value,"Deaths per 1,000 live births",NA,NA,NA,NA,NA,NA,1
KEN,Kenya,NA,Under-five mortality rate,Male,Total,UN IGME estimate,2023,1998.5,110.3480012,102.9827256,118.2180687,NA,NA,Normal value,"Deaths per 1,000 live births",NA,NA,NA,NA,NA,NA,1
KEN,Kenya,NA,Under-five mortality rate,Male,Total,UN IGME estimate,2023,1999.5,106.755468,99.49620174,114.5606327,NA,NA,Normal value,"Deaths per 1,000 live births",NA,NA,NA,NA,NA,NA,1
KEN,Kenya,NA,Under-five mortality rate,Male,Total,UN IGME estimate,2023,2000.5,102.447852,95.54092261,110.1065598,NA,NA,Normal value,"Deaths per 1,000 live births",NA,NA,NA,NA,NA,NA,1
KEN,Kenya,NA,Under-five mortality rate,Male,Total,UN IGME estimate,2023,2001.5,97.62743937,91.03750464,104.885205,NA,NA,Normal value,"Deaths per 1,000 live births",NA,NA,NA,NA,NA,NA,1
KEN,Kenya,NA,Under-five mortality rate,Male,Total,UN IGME estimate,2023,2002.5,92.55337059,86.15947474,99.41895836,NA,NA,Normal value,"Deaths per 1,000 live births",NA,NA,NA,NA,NA,NA,1
KEN,Kenya,NA,Under-five mortality rate,Male,Total,UN IGME estimate,2023,2003.5,87.35972532,81.19927085,93.96686481,NA,NA,Normal value,"Deaths per 1,000 live births",NA,NA,NA,NA,NA,NA,1
KEN,Kenya,NA,Under-five mortality rate,Male,Total,UN IGME estimate,2023,2004.5,82.34216372,76.18321737,88.76436204,NA,NA,Normal value,"Deaths per 1,000 live births",NA,NA,NA,NA,NA,NA,1
KEN,Kenya,NA,Under-five mortality rate,Male,Total,UN IGME estimate,2023,2005.5,77.06223735,70.93213507,83.32402994,NA,NA,Normal value,"Deaths per 1,000 live births",NA,NA,NA,NA,NA,NA,1
KEN,Kenya,NA,Under-five mortality rate,Male,Total,UN IGME estimate,2023,2006.5,72.44544088,66.60093374,78.60573492,NA,NA,Normal value,"Deaths per 1,000 live births",NA,NA,NA,NA,NA,NA,1
KEN,Kenya,NA,Under-five mortality rate,Male,Total,UN IGME estimate,2023,2007.5,68.39006457,62.77255551,74.28689417,NA,NA,Normal value,"Deaths per 1,000 live births",NA,NA,NA,NA,NA,NA,1
KEN,Kenya,NA,Under-five mortality rate,Male,Total,UN IGME estimate,2023,2008.5,63.25835361,58.13954608,68.7221684,NA,NA,Normal value,"Deaths per 1,000 live births",NA,NA,NA,NA,NA,NA,1
KEN,Kenya,NA,Under-five mortality rate,Male,Total,UN IGME estimate,2023,2009.5,60.38790436,55.54399371,65.60145943,NA,NA,Normal value,"Deaths per 1,000 live births",NA,NA,NA,NA,NA,NA,1
KEN,Kenya,NA,Under-five mortality rate,Male,Total,UN IGME estimate,2023,2010.5,58.39617879,53.74082095,63.49681562,NA,NA,Normal value,"Deaths per 1,000 live births",NA,NA,NA,NA,NA,NA,1
KEN,Kenya,NA,Under-five mortality rate,Male,Total,UN IGME estimate,2023,2011.5,57.06239534,52.51076758,62.14900988,NA,NA,Normal value,"Deaths per 1,000 live births",NA,NA,NA,NA,NA,NA,1
KEN,Kenya,NA,Under-five mortality rate,Male,Total,UN IGME estimate,2023,2012.5,56.10490017,51.52221778,61.1627052,NA,NA,Normal value,"Deaths per 1,000 live births",NA,NA,NA,NA,NA,NA,1
KEN,Kenya,NA,Under-five mortality rate,Male,Total,UN IGME estimate,2023,2013.5,54.81905008,50.32734827,59.98966489,NA,NA,Normal value,"Deaths per 1,000 live births",NA,NA,NA,NA,NA,NA,1
KEN,Kenya,NA,Under-five mortality rate,Male,Total,UN IGME estimate,2023,2014.5,53.51589406,49.04642099,58.68912323,NA,NA,Normal value,"Deaths per 1,000 live births",NA,NA,NA,NA,NA,NA,1
KEN,Kenya,NA,Under-five mortality rate,Male,Total,UN IGME estimate,2023,2015.5,51.99386632,47.59256935,57.14795515,NA,NA,Normal value,"Deaths per 1,000 live births",NA,NA,NA,NA,NA,NA,1
KEN,Kenya,NA,Under-five mortality rate,Male,Total,UN IGME estimate,2023,2016.5,50.48443978,46.07416075,55.64972544,NA,NA,Normal value,"Deaths per 1,000 live births",NA,NA,NA,NA,NA,NA,1
KEN,Kenya,NA,Under-five mortality rate,Male,Total,UN IGME estimate,2023,2017.5,49.75188359,45.25688265,54.96837144,NA,NA,Normal value,"Deaths per 1,000 live births",NA,NA,NA,NA,NA,NA,1
KEN,Kenya,NA,Under-five mortality rate,Male,Total,UN IGME estimate,2023,2018.5,48.64652205,44.09289094,53.89999965,NA,NA,Normal value,"Deaths per 1,000 live births",NA,NA,NA,NA,NA,NA,1
KEN,Kenya,NA,Under-five mortality rate,Male,Total,UN IGME estimate,2023,2019.5,47.59242925,42.85902765,53.1042752,NA,NA,Normal value,"Deaths per 1,000 live births",NA,NA,NA,NA,NA,NA,1
KEN,Kenya,NA,Under-five mortality rate,Male,Total,UN IGME estimate,2023,2020.5,47.08438456,41.81687038,53.17834465,NA,NA,Normal value,"Deaths per 1,000 live births",NA,NA,NA,NA,NA,NA,1
KEN,Kenya,NA,Under-five mortality rate,Male,Total,UN IGME estimate,2023,2021.5,46.16257294,40.28115258,52.95702857,NA,NA,Normal value,"Deaths per 1,000 live births",NA,NA,NA,NA,NA,NA,1
KEN,Kenya,NA,Under-five mortality rate,Male,Total,UN IGME estimate,2023,2022.5,45.31726042,38.72155093,53.1202968,NA,NA,Normal value,"Deaths per 1,000 live births",NA,NA,NA,NA,NA,NA,1
KEN,Kenya,NA,Under-five mortality rate,Male,Total,UN IGME estimate,2023,2023.5,43.99246522,36.65601962,52.7980066,NA,NA,Normal value,"Deaths per 1,000 live births",NA,NA,NA,NA,NA,NA,1
KEN,Kenya,NA,Under-five mortality rate,Total,Lowest,Demographic and Health Survey 2014 (Direct),2014,2011.5,51.91536,NA,NA,4.484219,NA,Included in IGME,"Deaths per 1,000 live births",Direct,DHS,Survey/Census with Full Birth Histories,NA,NA,NA,5
KEN,Kenya,NA,Under-five mortality rate,Total,Lowest,Multiple Indicator Cluster Survey 2000 (Indirect),2000,1996,141.77327,NA,NA,13.913909,NA,Included in IGME,"Deaths per 1,000 live births",Indirect,MICS,Survey/Census with Summary Birth Histories,NA,5 to 9 years,NA,5
KEN,Kenya,NA,Under-five mortality rate,Total,Lowest,Malaria Indicator Survey 2020 (Indirect),2020,2017,34.78027,NA,NA,9.896626,NA,Included in IGME,"Deaths per 1,000 live births",Indirect,MIS,Survey/Census with Summary Birth Histories,25 to 29 years old,NA,NA,5
KEN,Kenya,NA,Under-five mortality rate,Total,Lowest,Demographic and Health Survey 2003 (Direct),2003,2000.5,145.975588,NA,NA,14.213051,NA,Included in IGME,"Deaths per 1,000 live births",Direct,DHS,Survey/Census with Full Birth Histories,NA,NA,NA,5
KEN,Kenya,NA,Under-five mortality rate,Total,Lowest,Demographic and Health Survey 1998 (Direct),1998,1995.5,148.680063,NA,NA,15.680525,NA,Included in IGME,"Deaths per 1,000 live births",Direct,DHS,Survey/Census with Full Birth Histories,NA,NA,NA,5
KEN,Kenya,NA,Under-five mortality rate,Total,Lowest,Demographic and Health Survey 2022 (Direct),2022,2019.5,44.07849434,NA,NA,3.452135772,NA,Included in IGME,"Deaths per 1,000 live births",Direct,DHS,Survey/Census with Full Birth Histories,NA,NA,NA,5
KEN,Kenya,NA,Under-five mortality rate,Total,Lowest,Demographic and Health Survey 1993 (Direct),1993,1990.5,119.297516,NA,NA,12.297967,NA,Included in IGME,"Deaths per 1,000 live births",Direct,DHS,Survey/Census with Full Birth Histories,NA,NA,NA,5
KEN,Kenya,NA,Under-five mortality rate,Total,Lowest,Demographic and Health Survey 2008-2009 (Direct),2008-2009,2005.5,98.977127,NA,NA,17.938997,NA,Included in IGME,"Deaths per 1,000 live births",Direct,DHS,Survey/Census with Full Birth Histories,NA,NA,NA,5
KEN,Kenya,NA,Under-five mortality rate,Total,Lowest,Malaria Indicator Survey 2015 (Indirect),2015,2011.4,77.743498,NA,NA,17.887163,NA,Included in IGME,"Deaths per 1,000 live births",Indirect,MIS,Survey/Census with Summary Birth Histories,25 to 29 years old,NA,NA,5
KEN,Kenya,NA,Under-five mortality rate,Total,Lowest,UN IGME estimate,2023,1990.5,130.3127348,116.9986817,145.2690986,NA,NA,Normal value,"Deaths per 1,000 live births",NA,NA,NA,NA,NA,NA,1
KEN,Kenya,NA,Under-five mortality rate,Total,Lowest,UN IGME estimate,2023,1991.5,134.0176645,120.4041862,149.2573398,NA,NA,Normal value,"Deaths per 1,000 live births",NA,NA,NA,NA,NA,NA,1
KEN,Kenya,NA,Under-five mortality rate,Total,Lowest,UN IGME estimate,2023,1992.5,137.4000097,123.5776571,152.8062732,NA,NA,Normal value,"Deaths per 1,000 live births",NA,NA,NA,NA,NA,NA,1
KEN,Kenya,NA,Under-five mortality rate,Total,Lowest,UN IGME estimate,2023,1993.5,139.640064,125.6183737,155.2019403,NA,NA,Normal value,"Deaths per 1,000 live births",NA,NA,NA,NA,NA,NA,1
KEN,Kenya,NA,Under-five mortality rate,Total,Lowest,UN IGME estimate,2023,1994.5,140.6871055,126.376586,155.825364,NA,NA,Normal value,"Deaths per 1,000 live births",NA,NA,NA,NA,NA,NA,1
KEN,Kenya,NA,Under-five mortality rate,Total,Lowest,UN IGME estimate,2023,1995.5,140.6039565,126.6645463,155.4704504,NA,NA,Normal value,"Deaths per 1,000 live births",NA,NA,NA,NA,NA,NA,1
KEN,Kenya,NA,Under-five mortality rate,Total,Lowest,UN IGME estimate,2023,1996.5,138.2248666,124.4930026,152.9084147,NA,NA,Normal value,"Deaths per 1,000 live births",NA,NA,NA,NA,NA,NA,1
KEN,Kenya,NA,Under-five mortality rate,Total,Lowest,UN IGME estimate,2023,1997.5,135.0398189,121.4636749,149.5862917,NA,NA,Normal value,"Deaths per 1,000 live births",NA,NA,NA,NA,NA,NA,1
KEN,Kenya,NA,Under-five mortality rate,Total,Lowest,UN IGME estimate,2023,1998.5,130.9496734,117.5986006,145.3908795,NA,NA,Normal value,"Deaths per 1,000 live births",NA,NA,NA,NA,NA,NA,1
KEN,Kenya,NA,Under-five mortality rate,Total,Lowest,UN IGME estimate,2023,1999.5,125.7667152,113.1322525,139.7560816,NA,NA,Normal value,"Deaths per 1,000 live births",NA,NA,NA,NA,NA,NA,1
KEN,Kenya,NA,Under-five mortality rate,Total,Lowest,UN IGME estimate,2023,2000.5,120.0290893,108.123929,133.3789139,NA,NA,Normal value,"Deaths per 1,000 live births",NA,NA,NA,NA,NA,NA,1
KEN,Kenya,NA,Under-five mortality rate,Total,Lowest,UN IGME estimate,2023,2001.5,113.4327134,102.0016363,126.1105265,NA,NA,Normal value,"Deaths per 1,000 live births",NA,NA,NA,NA,NA,NA,1
KEN,Kenya,NA,Under-five mortality rate,Total,Lowest,UN IGME estimate,2023,2002.5,106.5799182,95.58092684,118.4359375,NA,NA,Normal value,"Deaths per 1,000 live births",NA,NA,NA,NA,NA,NA,1
KEN,Kenya,NA,Under-five mortality rate,Total,Lowest,UN IGME estimate,2023,2003.5,99.69335391,89.25680904,110.8356953,NA,NA,Normal value,"Deaths per 1,000 live births",NA,NA,NA,NA,NA,NA,1
KEN,Kenya,NA,Under-five mortality rate,Total,Lowest,UN IGME estimate,2023,2004.5,93.00484759,82.87728296,103.3701508,NA,NA,Normal value,"Deaths per 1,000 live births",NA,NA,NA,NA,NA,NA,1
KEN,Kenya,NA,Under-five mortality rate,Total,Lowest,UN IGME estimate,2023,2005.5,86.34019222,76.72673355,96.37874228,NA,NA,Normal value,"Deaths per 1,000 live births",NA,NA,NA,NA,NA,NA,1
KEN,Kenya,NA,Under-five mortality rate,Total,Lowest,UN IGME estimate,2023,2006.5,80.48108406,71.24203518,90.15605558,NA,NA,Normal value,"Deaths per 1,000 live births",NA,NA,NA,NA,NA,NA,1
KEN,Kenya,NA,Under-five mortality rate,Total,Lowest,UN IGME estimate,2023,2007.5,75.36675899,66.61182927,84.56508732,NA,NA,Normal value,"Deaths per 1,000 live births",NA,NA,NA,NA,NA,NA,1
KEN,Kenya,NA,Under-five mortality rate,Total,Lowest,UN IGME estimate,2023,2008.5,69.20306433,61.20689785,77.66202778,NA,NA,Normal value,"Deaths per 1,000 live births",NA,NA,NA,NA,NA,NA,1
KEN,Kenya,NA,Under-five mortality rate,Total,Lowest,UN IGME estimate,2023,2009.5,65.50726518,58.0680831,73.57116125,NA,NA,Normal value,"Deaths per 1,000 live births",NA,NA,NA,NA,NA,NA,1
KEN,Kenya,NA,Under-five mortality rate,Total,Lowest,UN IGME estimate,2023,2010.5,62.72527943,55.67638604,70.57187838,NA,NA,Normal value,"Deaths per 1,000 live births",NA,NA,NA,NA,NA,NA,1
KEN,Kenya,NA,Under-five mortality rate,Total,Lowest,UN IGME estimate,2023,2011.5,60.79552508,54.02732603,68.28401022,NA,NA,Normal value,"Deaths per 1,000 live births",NA,NA,NA,NA,NA,NA,1
KEN,Kenya,NA,Under-five mortality rate,Total,Lowest,UN IGME estimate,2023,2012.5,59.67418466,52.82647855,67.25029068,NA,NA,Normal value,"Deaths per 1,000 live births",NA,NA,NA,NA,NA,NA,1
KEN,Kenya,NA,Under-five mortality rate,Total,Lowest,UN IGME estimate,2023,2013.5,58.26242631,51.55626917,65.92226148,NA,NA,Normal value,"Deaths per 1,000 live births",NA,NA,NA,NA,NA,NA,1
KEN,Kenya,NA,Under-five mortality rate,Total,Lowest,UN IGME estimate,2023,2014.5,56.91785782,50.22265136,64.38317953,NA,NA,Normal value,"Deaths per 1,000 live births",NA,NA,NA,NA,NA,NA,1
KEN,Kenya,NA,Under-five mortality rate,Total,Lowest,UN IGME estimate,2023,2015.5,55.43887689,48.86677928,62.84091243,NA,NA,Normal value,"Deaths per 1,000 live births",NA,NA,NA,NA,NA,NA,1
KEN,Kenya,NA,Under-five mortality rate,Total,Lowest,UN IGME estimate,2023,2016.5,53.85738653,47.42659656,61.23565055,NA,NA,Normal value,"Deaths per 1,000 live births",NA,NA,NA,NA,NA,NA,1
KEN,Kenya,NA,Under-five mortality rate,Total,Lowest,UN IGME estimate,2023,2017.5,52.96839921,46.50387147,60.35275021,NA,NA,Normal value,"Deaths per 1,000 live births",NA,NA,NA,NA,NA,NA,1
KEN,Kenya,NA,Under-five mortality rate,Total,Lowest,UN IGME estimate,2023,2018.5,51.82032764,45.37118947,59.16982643,NA,NA,Normal value,"Deaths per 1,000 live births",NA,NA,NA,NA,NA,NA,1
KEN,Kenya,NA,Under-five mortality rate,Total,Lowest,UN IGME estimate,2023,2019.5,50.62839852,44.05235039,58.17870146,NA,NA,Normal value,"Deaths per 1,000 live births",NA,NA,NA,NA,NA,NA,1
KEN,Kenya,NA,Under-five mortality rate,Total,Lowest,UN IGME estimate,2023,2020.5,50.17581567,43.09496857,58.31742456,NA,NA,Normal value,"Deaths per 1,000 live births",NA,NA,NA,NA,NA,NA,1
KEN,Kenya,NA,Under-five mortality rate,Total,Lowest,UN IGME estimate,2023,2021.5,49.34308717,41.76919219,58.1984671,NA,NA,Normal value,"Deaths per 1,000 live births",NA,NA,NA,NA,NA,NA,1
KEN,Kenya,NA,Under-five mortality rate,Total,Lowest,UN IGME estimate,2023,2022.5,48.58728818,40.24318848,58.3735159,NA,NA,Normal value,"Deaths per 1,000 live births",NA,NA,NA,NA,NA,NA,1
KEN,Kenya,NA,Under-five mortality rate,Total,Lowest,UN IGME estimate,2023,2023.5,47.34203504,38.27928559,58.12305093,NA,NA,Normal value,"Deaths per 1,000 live births",NA,NA,NA,NA,NA,NA,1
KEN,Kenya,NA,Under-five mortality rate,Total,Second,Demographic and Health Survey 2014 (Direct),2014,2011.5,58.671714,NA,NA,5.122627,NA,Included in IGME,"Deaths per 1,000 live births",Direct,DHS,Survey/Census with Full Birth Histories,NA,NA,NA,5
KEN,Kenya,NA,Under-five mortality rate,Total,Second,Multiple Indicator Cluster Survey 2000 (Indirect),2000,1996,83.417574,NA,NA,11.519427,NA,Included in IGME,"Deaths per 1,000 live births",Indirect,MICS,Survey/Census with Summary Birth Histories,NA,5 to 9 years,NA,5
KEN,Kenya,NA,Under-five mortality rate,Total,Second,Malaria Indicator Survey 2020 (Indirect),2020,2017,42.321491,NA,NA,16.294534,NA,Included in IGME,"Deaths per 1,000 live births",Indirect,MIS,Survey/Census with Summary Birth Histories,25 to 29 years old,NA,NA,5
KEN,Kenya,NA,Under-five mortality rate,Total,Second,Demographic and Health Survey 2003 (Direct),2003,2000.5,120.163773,NA,NA,13.993313,NA,Included in IGME,"Deaths per 1,000 live births",Direct,DHS,Survey/Census with Full Birth Histories,NA,NA,NA,5
KEN,Kenya,NA,Under-five mortality rate,Total,Second,Demographic and Health Survey 1998 (Direct),1998,1995.5,141.574251,NA,NA,13.236484,NA,Included in IGME,"Deaths per 1,000 live births",Direct,DHS,Survey/Census with Full Birth Histories,NA,NA,NA,5
KEN,Kenya,NA,Under-five mortality rate,Total,Second,Demographic and Health Survey 2022 (Direct),2022,2019.5,42.35914204,NA,NA,3.444192473,NA,Included in IGME,"Deaths per 1,000 live births",Direct,DHS,Survey/Census with Full Birth Histories,NA,NA,NA,5
